Job Title,Company,Location,Salary,Requirements,Date Posted,Remote,Link
Software Engineer (Machine Learning Developer),GLOBALFOUNDRIES,"Bengaluru, Karnataka",N/A,"Build and maintain knowledge graphs of content from diverse data sources, and perform data mining to serve the high volume of requests.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=63cd7d9997aecc83&fccid=6a2e5a5f89491e88&vjs=3
Senior Data Scientist,Walmart,"Bengaluru, Karnataka",N/A,The senior data scientist role will be part of the data science team and will play a key role working along with others within the Marketplace engineering…,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=f6253d4564aa7898&fccid=822bc5d9a49270ea&vjs=3
Sr Manager - Data & Analytics,General Electric,"Bengaluru, Karnataka",N/A,"Lead all data related activities (data discovery and organization on SQL/Big data stack, cleansing and data prep) to support development of new data science…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=51e3987c0a24c045&fccid=c5c99ec01e2125aa&vjs=3
AWS Machine Learning-Developer,Wipro LTD,"Bengaluru, Karnataka",N/A,"Hands on experience in Python/Java, ML Models, NLP and data science.
Min of 2 years hands on development, test and deploy experience on Azure platform.",8 days ago, - ,https://in.indeed.com/rc/clk?jk=31085cd3a590b04d&fccid=8d25321c1defe73f&vjs=3
Data Scientists,Bloom Consulting Services,"Bengaluru, Karnataka",N/A,"Applying insights from customer response data to build response and targeting models.
Our Data Scientists are quantitative analysts who can extract meaningful…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a26b832cf6db36e4&fccid=6742d0c4775028dd&vjs=3
"Manager – Analytics (8 yr- 10yrs) For Bangalore ,Chennai,Gur...",I SQUARE SOFT,"Bengaluru, Karnataka","₹22,50,000 - ₹30,00,000 a year","Ability to handle 15+ team of data scientist, data engineers and analysts.
A Masters degree in business or a data related topic is preferred.",14 days ago, - ,https://in.indeed.com/rc/clk?jk=3c176e84b5e735bc&fccid=12050c07c25d2a5a&vjs=3
Machine Learning Developer,QuEST Global Engineering,"Bengaluru, Karnataka",N/A,"Knowledge of data pre-processing steps uploading, creating master data set, extracting right data from external.
Experience of working on large datasets.",Today, - ,https://in.indeed.com/rc/clk?jk=17f7ed817b0b0c40&fccid=ad3813e46e9342cd&vjs=3
Embedded Machine Learning Engineer,Aptiv,"Bengaluru, Karnataka",N/A,"Aptiv is a global technology leader, with more than 160,000 people across more than 125 manufacturing facilities and 12 major technical centers worldwide in 44…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=da85f15c78254c26&fccid=8d390ab1843cb8bd&vjs=3
Machine Learning Application Developer,Accenture,"Bengaluru, Karnataka",N/A,Technical Experience : 1: 5 yrs of experience using analytical tools/languages like Python or R 2: Ability to work with minimal supervision in a very dynamic…,6 days ago, - ,https://in.indeed.com/rc/clk?jk=4be0afb26fc431a2&fccid=a4e4e2eaf26690c9&vjs=3
Data Scientist,Tomia,"Bengaluru, Karnataka",N/A,"We are looking for a capable data scientist to join the Analytics team, reporting locally in India Bangalore.
Experience with Big data – advantage.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=60d672854685025a&fccid=02704e662543b7da&vjs=3
Lead Engineer: Big Data,Fractal.ai,"Bengaluru, Karnataka",N/A,"Demonstrated ability in driving business impact through the application of technology and data science.
Understanding and leveraging the connection between data…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=367102a483c0d1e8&fccid=adad512f93b8b92e&vjs=3
CBRI - Commercial Real Estate - Analytics & Transformation -...,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",N/A,"Partner with US colleagues to develop actionable recommendations supported by data and research.
Use a wide variety of internal and external ""big data"" sources,…",Just posted, - ,https://in.indeed.com/rc/clk?jk=50da802a78f8753c&fccid=aaf3b433897ea465&vjs=3
MSSQL Data Science & R Analytics Programmer,Optidesk Solutions,"Bengaluru, Karnataka",N/A,The role is targeted at candidates with 2 to 6years of experience in Database Programming / Data Science role with hands-on experience in MS SQL Server.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=9e809e0fb2a91172&fccid=7612cff712d57d97&vjs=3
Manager-Analytics,MiQ Digital,"Bengaluru, Karnataka",N/A,"Inspire and lead a talented team of analysts and data scientists.
We are experts at ingesting large amounts of data, modelling data to convert into insights and…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=d5d1581095a6aec7&fccid=19393daddd5b324a&vjs=3
Data Science Manager (Driver & Ops),GO-JEK,"Bengaluru, Karnataka",N/A,"Data team embedded in these two teams consists of analysts, decision scientists and data scientists.
Lead a team of data analysts, decision scientists and data…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=ee327419998484d7&fccid=35c79097c1f63f3d&vjs=3
Machine Learning Developer,QuEST Global Engineering,"Bengaluru, Karnataka",N/A,"Knowledge of data pre-processing steps uploading, creating master data set, extracting right data from external.
Experience of working on large datasets.",Today, - ,https://in.indeed.com/rc/clk?jk=17f7ed817b0b0c40&fccid=ad3813e46e9342cd&vjs=3
Data Scientist / Sr. Data Scientist,FRATITUDE Talent Advisors,"Kamakshipalya, Bengaluru, Karnataka",N/A,"Identify what data is available and relevant, including internal and external data sources, leveraging new data collection processes such as sensors, open data,…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=d984d98133689d38&fccid=eaf87f83260744de&vjs=3
Machine Learning Architect,Danaher Digital,"Bengaluru, Karnataka",N/A,"Enjoy working in a collaborative team with data scientists, software leads, Product Owners/Product Managers from other business units and/or customers, to…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=5ea93d799dee7aa5&fccid=234c1b426bdb9c0f&vjs=3
Senior Manager I - Data Science,Walmart,"Bengaluru, Karnataka",N/A,"Mentoring data scientists on approach and results.
Strong understanding on data science domain.
Leading a team of data scientists and machine learning engineers…",14 days ago, - ,https://in.indeed.com/rc/clk?jk=7a03002782c117ae&fccid=822bc5d9a49270ea&vjs=3
Big Data Solution Architect,Société Générale,"Bengaluru, Karnataka",N/A,Design & Develop strategies for Big data products in MCR Big data echo system in-line with TOM Credit along with the Chapter lead from Paris.,5 days ago, - ,https://in.indeed.com/rc/clk?jk=92a8edaae6398c06&fccid=df6948c9b8da6236&vjs=3
Spec Analytics Intmd Analyst,Citi,"Bengaluru, Karnataka",N/A,"Responsible for documenting data requirements, data collection / processing / cleaning, and exploratory data analysis; which may include utilizing statistical…",Today, - ,https://in.indeed.com/rc/clk?jk=f2823201bf2665b0&fccid=5bcd1ef0a7f4fb99&vjs=3
Deep Learning SW Engineer,Intel,"Bengaluru, Karnataka",N/A,"Harnessing silicon designed specifically for AI, end to end solutions that broadly span from the data center to the edge, and tools that enable customers to…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=a19f19f46afe4680&fccid=f1374be6a45f4b8a&vjs=3
Big Data Engineer,Big Data BizViz (BizViz Technologies Pvt. Ltd),"Bengaluru, Karnataka",N/A,"Partner in development of scalable solutions using large datasets with other data scientists on the team.
Excellent problem solving skills with the ability to…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=f5aae1f5ada0c19f&fccid=31f5e6322510822c&vjs=3
Machine Learning Application Developer,Accenture,"Bengaluru, Karnataka",N/A,Technical Experience : 1: 5 yrs of experience using analytical tools/languages like Python or R 2: Ability to work with minimal supervision in a very dynamic…,6 days ago, - ,https://in.indeed.com/rc/clk?jk=4be0afb26fc431a2&fccid=a4e4e2eaf26690c9&vjs=3
Software Engineer II - Synapse Machine Learning,Microsoft,"Bengaluru, Karnataka",N/A,"At the core of the AI revolution lies data: Machine learning is used to create software artifacts from data.
We combine those with our own tech to build secure,…",19 days ago, - ,https://in.indeed.com/rc/clk?jk=cf3c9493dbaeb404&fccid=734cb5a01ee60f80&vjs=3
"Software Engineer, Machine Learning",Google,"Bengaluru, Karnataka",N/A,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=4aadf1868824ce2c&fccid=a5b4499d9e91a5c6&vjs=3
Senior Manager - Data Scientist,Genpact,"Bengaluru, Karnataka",N/A,"Experience using computer languages (Python, SQL, etc.) to manipulate data and draw insights from large data sets.
Are you the one we are looking for?",28 days ago, - ,https://in.indeed.com/rc/clk?jk=13829d3a2b1e1876&fccid=afe30394bfba1470&vjs=3
AWS Machine Learning-Lead,Wipro LTD,"Bengaluru, Karnataka",N/A,"Hands on experience in Python/Java, ML Models, NLP and data science, containerization using docker/Kubernetes Familiar with Agile development methodolgy,…",8 days ago, - ,https://in.indeed.com/rc/clk?jk=9ae97d0fc1883f30&fccid=8d25321c1defe73f&vjs=3
Architect-AI / Machine Learning,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹9,00,000 - ₹16,00,000 a year","Currently possess DoD 8750 certification at IAT level I, Security+ CE, or CCNA Security.
Experience in architecture, design, Development, and delivery of AIML…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=35c6635918cf17e5&fccid=3799fa8ac2d1edf2&vjs=3
Deep Learning Performance Architect,Intel,"Bengaluru, Karnataka",N/A,Performance Analysis of Peta/Exa-Scale Distributed Training Architectures for Large Deep Learning Workloads in NLP/Vision/Recommendation-Systems.,7 days ago, - ,https://in.indeed.com/rc/clk?jk=66158d9ad106b2c2&fccid=f1374be6a45f4b8a&vjs=3
"Manager – Analytics (8 yr- 10yrs) For Bangalore ,Chennai,Gur...",I SQUARE SOFT,"Bengaluru, Karnataka","₹22,50,000 - ₹30,00,000 a year","Ability to handle 15+ team of data scientist, data engineers and analysts.
A Masters degree in business or a data related topic is preferred.",14 days ago, - ,https://in.indeed.com/rc/clk?jk=3c176e84b5e735bc&fccid=12050c07c25d2a5a&vjs=3
Machine Learning Engineer,Staffio HR,"Bengaluru, Karnataka",N/A,"This includes the data pipelines, experiment prototypes, fast and scalable deployment models, and evaluation, visualization and monitoring systems.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=44266f6045ac3f7c&fccid=98b9b42edec7c9f8&vjs=3
"Manager, Analytics",ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",N/A,"Gather new data, link disparate forms of data, and/or creatively use existing data to propose new paths forward and present your justification in compelling way…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=0c8342ae96426f86&fccid=fe2d21eef233e94a&vjs=3
Lead Statistician,Profectus,"Bengaluru, Karnataka",N/A,"Conceptualize statistical modeling framework, define data requirement, create variables for model development and implementation.
What we are looking for:",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=114239b955cf16ef&fccid=3b3080560f804de6&vjs=3
Lead AI Scientist,TARGET,"Bengaluru, Karnataka",N/A,"Execute solutions to business problems using data analysis, data mining, optimization, machine learning techniques, and statistics.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=2f91edabd31ce19a&fccid=15f43d82dc901ff2&vjs=3
CBRI - Commercial Real Estate - Analytics & Transformation -...,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka",N/A,"Partner with US colleagues to develop actionable recommendations supported by data and research.
Use a wide variety of internal and external ""big data"" sources,…",Just posted, - ,https://in.indeed.com/rc/clk?jk=50da802a78f8753c&fccid=aaf3b433897ea465&vjs=3
Assistant Manager – Analytics Solutions,LitMass Analytics,"Bengaluru, Karnataka",N/A,"Proficient in understanding data structures, data management and manipulation techniques, designing and developing algorithms.
MBA from top business school.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=4d39c75e6aab4eea&fccid=140d55770bd29766&vjs=3
AI/ML(Deep learning) Senior Developer,Siemens Technology and Services Private Limited,"Bengaluru, Karnataka",N/A,"Senior Developer – AI/ML (Deep Learning).
Siemens founded the new business unit Siemens Advanta (formerly known as Siemens IoT Services) on April 1, 2019 with…",25 days ago, - ,https://in.indeed.com/rc/clk?jk=1b55b3a0df301d3f&fccid=3b89b9ec324f96c8&vjs=3
"Trainee - Data Science, Artificial Intelligence & Data Analy...",Shri TirupatiI Balaji Education Foundation,"Bengaluru, Karnataka","₹3,60,000 - ₹5,90,000 a year","Candidate will be trained during job for 5 months and then placed in MNC,s.
This can be done online.
Candidates from batch 2018, 2019, 2020 are preferred.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=bb3026dfa64ffc9b&fccid=029a9fc434ec1c1f&vjs=3
Machine Learning Engineer,Morgan Stanley,"Bengaluru, Karnataka",N/A,"Expertise in handling large data volumes in distributed systems.
Candidate will be able to extract, explore, mine and experiment with data to answer critical…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=6ffc8e5629cd3249&fccid=0c39fb2c91742dcf&vjs=3
"Senior Data Scientist Bangalore, Karnataka",VMware,"Bengaluru, Karnataka",N/A,"Experience productizing Machine Learning algorithms and/or high-volume data processing.
A pioneer in the use of virtualization and automation technologies,…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=2563f226f6ff4aa9&fccid=c762a27145bd166e&vjs=3
Artificial Intelligence Engineer,Unusual Hire,"Bengaluru, Karnataka",N/A,"Pulling the right data from databases.
Creating framework for artificial emotions and ideas.
Creating code and algorithms for pathfinding, camera control, group…",21 days ago, - ,https://in.indeed.com/company/Unusual-Hire/jobs/Artificial-Intelligence-Engineer-743504e65814d003?fccid=d6db17b075bc30cc&vjs=3
Pricing Analytics Lead - Insurance,BRIDGEi2i Analytics Solutions,"Bengaluru, Karnataka",N/A,Position Description: BRIDGEi2i is looking for talented individuals with strong track record in implementing actionable analytical solutions to join their…,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=88395ced5a1cb862&fccid=c4eaa37113eba406&vjs=3
AI-NLP Engineer,Achyutas Soft Private Limited,"Bengaluru, Karnataka",N/A,"We are looking for NLP Expert mainly on Information Extraction, Retrieval, Text Mining, Pattern Recognition,.
Exp on NLP, NLU, NLG is a Big Plus.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=b7ac03859fe5e82d&fccid=e3c8a44d9bf2db2b&vjs=3
"Senior Technology Specialist - Analytics, TE Hub",Oracle,"Bengaluru, Karnataka",N/A,"Knowledgeable in IT architecture and data warehouse.
Building Demos to show our products and features, Workshops to help partners and customers understand our…",13 days ago, - ,https://in.indeed.com/rc/clk?jk=9eda9ca31744e5e4&fccid=cd22d01053af7669&vjs=3
Full Stack (Deep Learning Engineer),Intel,"Bengaluru, Karnataka",N/A,"We are looking for a hands-on embedded firmware engineer to design, develop and optimize low level embedded firmware for Intel's deep learning accelerators.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=1d6f0118be1a8f38&fccid=f1374be6a45f4b8a&vjs=3
Sr. Machine Learning Engineer,"Sense Talent Labs, Inc.","Bengaluru, Karnataka",N/A,"We're looking for NLP engineers and data scientists, particularly those with an interest in dialog systems, natural language processing, and/or textual analysis…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=6df7a14226343efc&fccid=bbb3662cdcf89315&vjs=3
Tech Lead - Data Scientist (NLP),Ultria,"Bengaluru, Karnataka",N/A,We are looking for a passionate data scientist to develop new statistical models for delivering high-quality NLP products.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=b013e059ed5c9604&fccid=5e0d81c918598d92&vjs=3
CIEL/SEL/15223: SR DATA Scientist,CIEL HR Services,"Bengaluru, Karnataka",N/A,"Seeking new data sources internally and externally that enable leading edge data science solutions.
Strong into TensorFlow, PyTorch Develops and reviews complex…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=45fe9ac40f0a0329&fccid=2b1e42f645eeaf1e&vjs=3
Senior Manager Analytics,Mquest Business Solution,"Bengaluru, Karnataka",N/A,"7+ years of work experience in a related position, as a data scientist or Statistician building predictive analytics solutions for various types of business…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=8b2b4bfdac60ad6b&fccid=8bf440fbfe694c34&vjs=3
ML Engineer,Infrrd,"Bengaluru, Karnataka",N/A,"Master’s degree in data science, applied mathematics, computer science or a strong equivalent work/research experience.
What You'll Be Doing.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=9d10a2e73875420d&fccid=9eb89d5852677fc4&vjs=3
Engineer/Snr Engr - WLR Data Analytics & Automation,Micron Semiconductor Asia Operations Pte. Ltd,"Bengaluru, Karnataka",N/A,"Work closely with FrontEnd stakeholders to prepare necessary data, write scripts and automate data extraction to create machine learning models, develop it to…",1 day ago, - ,https://in.indeed.com/rc/clk?jk=1a57a67d46332f62&fccid=19282537253e42bd&vjs=3
Machine Learning Engineer,Inkers,"Bengaluru, Karnataka",N/A,"Supervising the data acquisition process if more data is needed.
Verifying data quality, and/or ensuring it via data cleaning.
What we Expect from you?",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=c72652adff8a7456&fccid=e863ad0e326e0b4d&vjs=3
Senior Data and Applied Scientist,Microsoft,"Bengaluru, Karnataka",N/A,We are a massively distributed cloud service with exabytes data handled by 100s of thousands of servers in 100s of data centers around the entire globe.,28 days ago, - ,https://in.indeed.com/rc/clk?jk=73b295e7368dca8d&fccid=734cb5a01ee60f80&vjs=3
Machine Learning Researcher,Archeron Group,"Bengaluru, Karnataka",N/A,"We pride in the fact that in our firm we have no glass ceilings or hindrances to personal growth.
We encourage our employees to map out a personal growth chart…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=5fe2a3ef7ca5b732&fccid=2ceafa56659b2e6a&vjs=3
Machine Learning Engineer,Applied Materials Inc.,"Bengaluru, Karnataka",N/A,"Interact with a cross-functional team of data scientists, engineers, and biologists to determine requirements and functionality.
Yes, 10% of the Time.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=f6b5cce460f4f125&fccid=6c6f37e2a6cb4c55&vjs=3
Assistant Manager Analytics,Lymbyc Solutions,"Bengaluru, Karnataka",N/A,"Gather requirements, understand data structures, develop and deploy algorithms.
Proficiency in R/Python/SQL for data processing, statistical techniques and…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=f62f48a757024881&fccid=ebd85ace1e680b21&vjs=3
Product Owner - Ecommerce Marketplace Analytics,McFadyen Digital,"Bengaluru, Karnataka",N/A,Help design a model to capture data across different data sources and build reports to Analyze eCommerce/Marketplace trends.,3 days ago, - ,https://in.indeed.com/rc/clk?jk=76e27403864253a0&fccid=9e286d92947474cb&vjs=3
Business Analytics in Cloud,Ericsson,"Bengaluru, Karnataka",N/A,"Build Cloud business analytics & data science solutions, ability to get into the details while appropriately setting and communicating broader Business strategy…",5 days ago, - ,https://in.indeed.com/rc/clk?jk=b7419ba0c76eb632&fccid=82656d64a9a3e6a7&vjs=3
Software Engineer – Machine Learning,Netradyne,"Bengaluru, Karnataka",N/A,"Experience with image, video and time-series data.
Design, implement and track key metrics; and architect data-driven solutions.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=7f4d561d1d4dbfea&fccid=aee18a3dfecde702&vjs=3
AI System validation Engineer,Intel,"Bengaluru, Karnataka",N/A,"The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the…",27 days ago, - ,https://in.indeed.com/rc/clk?jk=cb4122ccd6a17fda&fccid=f1374be6a45f4b8a&vjs=3
Sr Machine Learning Engineer,Blume Global,"Bengaluru, Karnataka",N/A,"Experience building and optimizing robust data pipelines at scale using technologies such as Hadoop, Kafka, Spark etc.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=e59eee3b5c2de75a&fccid=e460fa65e774fc75&vjs=3
Data Scientist - Digital Lending,Michael Page,"Bengaluru, Karnataka",N/A,"3 - 7 years of experience in a data scientist/ NLP expert role.
Experience with unstructured data or alternate data to develope the risk prediction models.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=0ddc3484dabf9c07&fccid=77087bd1709a8148&vjs=3
Senior Data Scientist,Signify,"Bengaluru, Karnataka",N/A,"Applicants will be expected to work with a diverse set of data sources, such as time series data, graph data, semi-structured and unstructured data, and build…",27 days ago, - ,https://in.indeed.com/rc/clk?jk=f807879b18ac4fea&fccid=508609a1a9ea1ca9&vjs=3
Principal Data Scientist - Online Gaming Company,Michael Page,"Bengaluru, Karnataka",N/A,"Manage and mentor other data scientists and associate data scientists.
Manage and mentor junior data scientists to create cutting edge data-driven systems and…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=9d5fa7f748e4a9ca&fccid=77087bd1709a8148&vjs=3
Senior Machine Learning Engineer,Cisco Systems,"Bengaluru, Karnataka",N/A,Cisco's Contact Center solutions enable businesses to improve customer service and deliver personalized customer experiences by harnessing the power of big data…,10 days ago, - ,https://in.indeed.com/rc/clk?jk=cfebfe3f64c90934&fccid=dfc44f3b8c44a6db&vjs=3
Software Engineer - Machine Learning,Twilio,"Bengaluru, Karnataka",N/A,"BE INCLUSIVE: Collaborating and brainstorming product ideas with product managers, data scientists and engineers.
Because you belong at Twilio.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=48a951d28aa9025a&fccid=2cd10564780b27e2&vjs=3
Senior Associate - Advanced Analytics,State Street,"Bengaluru, Karnataka",N/A,"Perform exploratory data analyses, generate and test working hypothesis, prepare and analyze historical data and identifyy patterns.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=6dfcd2b6a969e5ae&fccid=92f1ccd9154b0139&vjs=3
CIEL/SEL/14533: DATA MODEL ENGINEER (Data Science)),CIEL HR Services,"Bengaluru, Karnataka",N/A,Hands-on knowledge of enterprise data architecture and FAIR (FAIR data principles involving URIs) Master Data Management (MDM) data engineering using one of…,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=5e5d85b38b370ad9&fccid=2b1e42f645eeaf1e&vjs=3
Lead Research Engineer – Machine Learning,Siemens Healthcare Private Limited,"Bengaluru, Karnataka",N/A,"Settings with large scale data.
Conduct research, design and implement algorithms using machine learning for analysis of data acquired through various…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=e4d8bf90bdc37798&fccid=3b89b9ec324f96c8&vjs=3
Azure ML Engineer,Fractal.ai,"Bengaluru, Karnataka",N/A,"Experience in big data technologies preferred: Hadoop, Hive, Spark, Kafka.
Experience in Azure ecosystem – Azure data bricks, Azure Devops and Azure ML Services…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=3e3ca6135cd7d2ae&fccid=adad512f93b8b92e&vjs=3
Deep Learning R&D Engineer (Compilers),Intel,"Bengaluru, Karnataka",N/A,"Harnessing silicon designed specifically for AI, end to end solutions that broadly span from the data center to the edge, and tools that enable customers to…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=8f646c73b09a6b22&fccid=f1374be6a45f4b8a&vjs=3
ML engineer,ANI Calls India Private Limited,"Bengaluru, Karnataka","₹12,00,000 - ₹18,00,000 a year","Develop and support internal community of ML related subject matter experts.
Design solutions that make the best use of cloud platform and AI/ML Services.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=57bda7e43ccc30a9&fccid=3799fa8ac2d1edf2&vjs=3
Senior Data Scientist,Bayer,"Bengaluru, Karnataka",N/A,"Assesses needs and recommends experiments and projects, suggests new algorithmic development, drive tactical decisions about approaches and needed data.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=482595e42ee6ee86&fccid=e08122e0e993cc32&vjs=3
Statistical Programmer 2,IQVIA,"Bengaluru, Karnataka",N/A,"At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=228f1e69264dbfe3&fccid=6b7a1dfe07e7f037&vjs=3
CIEL/SEL/14839: Data Science - AI/ML Specialist,CIEL HR Services,"Bengaluru, Karnataka",N/A,"Our client is one of the world's fastest-growing AI-based contract management solution providers.
Min 7years hands-on experience in Natural Language Processing,…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=4791eee6de804686&fccid=2b1e42f645eeaf1e&vjs=3
NLP Software Engineer,ConcertAI,"Bengaluru, Karnataka",N/A,"You will collaborate with data scientists with a focus on scalable, robust, and performant solutions.
ConcertAI is transforming how healthcare is delivered and…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=1957adaa014082f9&fccid=a3a4e68b447ea169&vjs=3
Staff Data Scientist,Infoblox,"Bengaluru, Karnataka",N/A,"Apply data mining and machine learning techniques for a variety of modeling problems involving DNS and networking data.
Experience with Amazon Web Services.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=69777df29f898515&fccid=d7bd935bd17bc575&vjs=3
Tech Lead - NLP Bot Development,Reverie Language Technologies,"Bengaluru, Karnataka",N/A,"Own the design and development of conversational agents according to requirements shared by stakeholders.
Implement low-latency, high-availability, failproof,…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=d34b41359e5cb227&fccid=ad81b67c0291346c&vjs=3
Partner Solutions Architect - AI,NVIDIA,"Bengaluru, Karnataka",N/A,"In-depth knowledge of modern deep learning software design, data science workflows, and applications.
The rapidly growing community of AI startups is inspired…",7 days ago, - ,https://in.indeed.com/rc/clk?jk=a3e07bdc0245367f&fccid=c267f29f0f85e8b8&vjs=3
Principal Data Scientist,upGrad Education Private Limited,"Bengaluru, Karnataka",N/A,"Experience with presenting complex data science processes/information to non-data scientists.
2+ years of experience in a responsible senior or team lead role…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=3726369b4e33adda&fccid=d87937fb1fb2b556&vjs=3
Senior Software Engineer - NLP R&D,Reverie Language Technologies,"Bengaluru, Karnataka",N/A,"Good Python programming skills and programming concepts (data structures and algorithms).
We are looking for a self-motivated research engineer who can analyze…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=9a109c4b458d7967&fccid=ad81b67c0291346c&vjs=3
ID&A - Sr. Machine Learning Engineer,Shell,"Bengaluru, Karnataka",N/A,"Demonstrated skill at data cleansing, data quality assessment, and using analytics for data assessment.
They must have strong experience using a variety of data…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=7b2ab9f46bc00c34&fccid=167aa4ca2fe7d8e6&vjs=3
Senior Machine Learning Engineer,Qualitas Technologies,"Bengaluru, Karnataka","₹6,00,000 - ₹8,00,000 a year","Experience: 3 to 4 years.
Salary: INR 6,00,000 – 8,00,000 pa.
We are looking for a highly motivated Machine Learning Engineer for our cutting-edge deep learning…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=250b03dad949312a&fccid=2a07a9551bedb9bd&vjs=3
Staff Engineer - Machine Learning,Twilio,"Bengaluru, Karnataka",N/A,"BE INCLUSIVE: Collaborating and brainstorming product ideas with product managers, data scientists and engineers.
Because you belong at Twilio.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=d2e1155853bc6891&fccid=2cd10564780b27e2&vjs=3
Manager - Data Science,Genpact,"Bengaluru, Karnataka",N/A,"With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it.",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=df6885ef37db01b7&fccid=afe30394bfba1470&vjs=3
AI Resident Data Scientist Stats. Consl.,Shell,"Bengaluru, Karnataka",N/A,"Key to your success in this role, will be your analytical expertise, at finding and interpreting rich data sources, managing large amounts of data, merging data…",30+ days ago, - ,https://in.indeed.com/rc/clk?jk=8cb985aff5a2380d&fccid=167aa4ca2fe7d8e6&vjs=3
Applied Scientist,ADCI - BLR 14 SEZ,"Bengaluru, Karnataka",N/A,Mentor and develop junior applied scientists and developers who work on data science problems in the same organization.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=680584da32616c86&fccid=fe2d21eef233e94a&vjs=3
Sr. Engineer for Deep Learning,Spline,"Bengaluru, Karnataka",N/A,Solid Deep Learning programming experience using C++/Python.,30+ days ago, - ,https://in.indeed.com/rc/clk?jk=6b7827bbfc2fd801&fccid=ec48a8ab4803f69a&vjs=3
Specialized Analytics Manager,Citi,"Bengaluru, Karnataka",N/A,"Hands-on working with data.
Proficient in Formulating Analytical methodology, identifying trends and patterns with data.
10+ Years of Analytical Experience.",Today, - ,https://in.indeed.com/rc/clk?jk=4f9af55a18e64aeb&fccid=5bcd1ef0a7f4fb99&vjs=3
