Car name,Description,Mileage,Price,Colour,Link
2015 Toyota Prius,c Base,"54,286KM","$13,988",Silver,https://www.carpages.ca/used-cars/ontario/ancaster/2015-toyota-prius-5821368/
2019 Tesla Model 3,STANDARD RANGE PLUS,"51,998KM","$45,995",White,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2019-tesla-model-3-5820480/
2017 Toyota Camry,HYBRID XLE  - Navigation -  Sunroof - $159 B/W,"48,933KM","$23,498",Gray,https://www.carpages.ca/used-cars/ontario/ottawa/2017-toyota-camry-5819736/
2016 Ford F-150,Lariat,"134,333KM","$29,437.50",Green Gem Metallic,https://www.carpages.ca/used-cars/ontario/nipigon/2016-ford-f-150-5819700/
2018 Ford F-150,XLT,"52,847KM","$38,714",Ingot Silver Metallic,https://www.carpages.ca/used-cars/ontario/nipigon/2018-ford-f-150-5819658/
2019 Ford F-150,XLT,"41,727KM","$45,694",Magma,https://www.carpages.ca/used-cars/ontario/bracebridge/2019-ford-f-150-5819193/
2020 Ford Escape,Hybrid Titanium,CALL,"$42,949",Rapid Red,https://www.carpages.ca/new-cars/alberta/pincher-creek/2020-ford-escape-5816154/
2019 Chevrolet Bolt,EV PREMIER - Heated Seats Rear View Camera,"19,534KM","$34,928",White,https://www.carpages.ca/used-cars/british-columbia/victoria/2019-chevrolet-bolt-5815734/
2013 Toyota Camry,XLE 2.5L 200HP CVT AUTO HYBRID,"69,800KM","$17,700",White,https://www.carpages.ca/used-cars/british-columbia/langley/2013-toyota-camry-5815476/
2020 Chrysler Pacifica,Hybrid Red S  -  Sunroof - $384 B/W,19KM,"$63,280",Bright White,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2020-chrysler-pacifica-5814534/
2021 RAM 1500,Limited Crew Cab | Leather | Sunroof | Navigation,10KM,"$89,884",Ivory Tri-Coat Pearl,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ram-1500-5812035/
2021 RAM 1500,Limited Crew Cab | Leather | Sunroof | Navigation |,10KM,"$89,779",Billet Silver Metallic,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ram-1500-5812032/
2021 RAM 1500,Limited Crew Cab | Leather | Sunroof | Navigation |,17KM,"$89,779",Billet Silver Metallic,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ram-1500-5812026/
2021 RAM 1500,Limited Crew Cab | Leather | Sunroof | Navigation |,21KM,"$89,634",RED PEARL,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ram-1500-5812017/
2021 RAM 1500,Limited Crew Cab | Leather | Sunroof | Navigation |,17KM,"$89,779",Granite Crystal Metallic,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ram-1500-5811981/
2021 RAM 1500,Limited Crew Cab | Leather | Sunroof | Navigation |,16KM,"$89,884",Ivory Tri-Coat Pearl,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ram-1500-5811978/
2021 RAM 1500,Limited Crew Cab | Leather | Sunroof | Navigation |,20KM,"$89,884",Ivory Tri-Coat Pearl,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ram-1500-5811969/
2021 Jeep Wrangler,Altitude Unlimited | Leather | Navigation |,15KM,"$57,333",Bright White,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-5811951/
2015 Nissan Leaf,SV NAVIGATION CHARGE RAPIDE / NAVIGATION / CAMERA DE RECUL,"62,000KM","$12,900",Blanc,https://www.carpages.ca/used-cars/quebec/montreal/2015-nissan-leaf-5811084/
2020 Lexus UX,250h F Sport Series 2,90KM,"$49,872",Obsidian,https://www.carpages.ca/new-cars/alberta/edmonton/2020-lexus-ux-5810586/
2014 Ford Focus,SE,"67,122KM","$10,749",Red,https://www.carpages.ca/used-cars/manitoba/brandon/2014-ford-focus-5809962/
2020 Toyota Camry,HYBRID LE,10KM,"$33,455",0040 SUPER WHITE NO CHARGE,https://www.carpages.ca/new-cars/ontario/whitby/2020-toyota-camry-5807415/
2021 RAM 1500,TRADESMAN,23KM,"$51,925",Granite Crystal Metallic,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2021-ram-1500-5803566/
2021 RAM 1500,TRADESMAN,30KM,"$51,680",Bright White,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2021-ram-1500-5803554/
2018 Honda Clarity,Plug-In Hybrid Touring Navigation Driver Assists,"36,880KM","$29,000",Red,https://www.carpages.ca/used-cars/ontario/thornhill/2018-honda-clarity-5802483/
2013 Toyota Highlander,HYBRID 7 Passenger | Backup Camera | Heated Seats,"98,000KM","$23,950",Grey,https://www.carpages.ca/used-cars/ontario/waterloo/2013-toyota-highlander-5802087/
2015 Volkswagen Golf,e-Golf E-GOLF SEL PREMIUM / GPS / CAMERA / SIEG,"90,000KM","$16,988",Gris,https://www.carpages.ca/used-cars/quebec/sherbrooke/2015-volkswagen-golf-5801877/
2016 Kia Soul,EV Luxury ELECTRIQUE,"57,000KM","$16,896",Bleu,https://www.carpages.ca/used-cars/quebec/montreal/2016-kia-soul-5801289/
2021 RAM 1500,Tradesman | Backup Cam | 0% Financing |,23KM,"$56,870",Billet Silver Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-ram-1500-5801007/
2021 Hyundai KONA,Electric Ultimate,CALL,"$55,924",Chalk Wht,https://www.carpages.ca/new-cars/ontario/kanata/2021-hyundai-kona-5800776/
2021 Hyundai KONA,Electric Ultimate,CALL,"$56,124",Phantom Blk,https://www.carpages.ca/new-cars/ontario/kanata/2021-hyundai-kona-5800761/
2019 Ford F-150,XLT,"56,701KM","$42,500",White,https://www.carpages.ca/used-cars/ontario/oakville/2019-ford-f-150-5800497/
2018 Ford F-150,XLT,"65,291KM","$39,700",Black,https://www.carpages.ca/used-cars/ontario/oakville/2018-ford-f-150-5800482/
2021 RAM 1500,TRADESMAN,3KM,"$51,680",Bright White,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2021-ram-1500-5794296/
2021 RAM 1500,TRADESMAN,15KM,"$51,780",Hydro Blue Pearl,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2021-ram-1500-5794293/
2019 Toyota Prius,"AWD-e Hybrid, Reverse Camera, Heated Seats, SafetySense-P, Intelligent Key & More!","19,000KM","$27,850",Black,https://www.carpages.ca/used-cars/ontario/guelph/2019-toyota-prius-5793588/
2012 Kia Optima,Hybrid Bluetooth Heated Front Seats Dual Zone A/C,"84,394KM","$12,998",Black,https://www.carpages.ca/used-cars/ontario/thornhill/2012-kia-optima-5793297/
2021 RAM 1500,Tradesman | Backup Camera | 0% Financing |,15KM,"$56,900",Diamond Black Crystal Pearl,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-ram-1500-5792709/
2016 Ford Focus,SE,"23,375KM","$13,998",RACE RED,https://www.carpages.ca/used-cars/ontario/new-hamburg/2016-ford-focus-5792556/
2021 Ford F-150,Lariat,10KM,"$81,142",Antimatter Blue,https://www.carpages.ca/new-cars/ontario/oakville/2021-ford-f-150-5792409/
2018 Toyota Camry,HYBRID XLE,"25,049KM","$29,982",Black,https://www.carpages.ca/used-cars/prince-edward-island/charlottetown/2018-toyota-camry-5790861/
2020 Porsche Taycan,4S,2KM,"$155,585",White,https://www.carpages.ca/new-cars/alberta/edmonton/2020-porsche-taycan-5788722/
2021 RAM 1500,TRADESMAN,10KM,"$51,680",Bright White,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2021-ram-1500-5787285/
2015 Nissan Leaf,S ** BATTERIE EV GARANTIE 8 ANS / 160 000 KM ** Véhicule électrique abordable!,"94,941KM","$10,311",Blanc,https://www.carpages.ca/used-cars/quebec/shawinigan/2015-nissan-leaf-5786499/
2020 Ford Explorer,LIMITED,14KM,"$57,898",RAPID RED MET TINTED CC,https://www.carpages.ca/new-cars/ontario/tillsonburg/2020-ford-explorer-5786457/
2014 Ford F-150,STX,"177,894KM","$13,999",Black,https://www.carpages.ca/used-cars/ontario/peterborough/2014-ford-f-150-5786136/
2020 Kia NIRO,L,15KM,"$29,819",White,https://www.carpages.ca/new-cars/ontario/pickering/2020-kia-niro-5785947/
2020 Kia NIRO,EX,15KM,"$32,219",Blue,https://www.carpages.ca/new-cars/ontario/pickering/2020-kia-niro-5785944/
2016 Tesla Model S,"75D AUTOPILOT, HIFI, SUB ZERO, CARFAX CLEAN","130,542KM","$55,400",Grey,https://www.carpages.ca/used-cars/ontario/burlington/2016-tesla-model-s-5785539/
2021 Ford F-150,XLT,CALL,"$55,618",Oxford White,https://www.carpages.ca/new-cars/ontario/mississauga/2021-ford-f-150-5783004/
2017 Chevrolet Bolt,"EV LT  *REMOTE START, APPLE CARPLAY*","42,290KM","$26,994",SUMMIT WHITE,https://www.carpages.ca/used-cars/manitoba/selkirk/2017-chevrolet-bolt-5781348/
2012 Lexus CT 200h,"LOADED, HYBRID","146,565KM","$10,988",Brown,https://www.carpages.ca/used-cars/ontario/etobicoke/2012-lexus-ct-200h-5780871/
2020 Honda Accord,Hybrid Touring,CALL,"$43,075",Black,https://www.carpages.ca/new-cars/british-columbia/vancouver/2020-honda-accord-5780577/
2021 Jeep Wrangler,Altitude Unlimited | Leather | Navigation |,14KM,"$57,333",Black,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-5779752/
2013 Audi Q5 hybrid,2.0T QUATTRO*HYBRID*TECHNIK*NAVIGATION*BACK-UP CAM,"108,000KM","$20,900",White,https://www.carpages.ca/used-cars/ontario/north-york/2013-audi-q5-hybrid-5778828/
2021 Toyota Venza,XLE AWD,CALL,"$46,715",Celestial Black,https://www.carpages.ca/new-cars/ontario/north-bay/2021-toyota-venza-5777988/
2014 Toyota Highlander Hybrid,XLE  NAVI REAR VIEW CAM 8 PASS,"172,220KM","$24,888",White,https://www.carpages.ca/used-cars/ontario/north-york/2014-toyota-highlander-hybrid-5776980/
2020 Kia NIRO,L,15KM,"$29,569",Black,https://www.carpages.ca/new-cars/ontario/pickering/2020-kia-niro-5776362/
2014 Nissan Leaf,S  Electric/ Bluetooth/ Backup Camera,"69,070KM","$13,801",Blue,https://www.carpages.ca/used-cars/british-columbia/surrey/2014-nissan-leaf-5776011/
2016 Nissan Leaf,SL NAVIGATION / CUIR / CAMERA 360,"43,000KM","$15,900",Gris,https://www.carpages.ca/used-cars/quebec/montreal/2016-nissan-leaf-5774400/
2019 Hyundai IONIQ,Electric Ultimate à hayon,"17,479KM","$27,990",Argent,https://www.carpages.ca/used-cars/quebec/joliette/2019-hyundai-ioniq-5773227/
2008 Toyota Prius,HIBRID,"111,000KM","$7,895",Black,https://www.carpages.ca/used-cars/ontario/mississauga/2008-toyota-prius-5768892/
2019 Ford Fusion Hybrid,Titanium,"64,711KM","$21,992",Black,https://www.carpages.ca/used-cars/ontario/london/2019-ford-fusion-hybrid-5768586/
2017 Toyota Camry,HYBRID HYBRID SE - 4 NEW TIRES & BRAKES - NO ACCIDENTS,"96,615KM","$22,800",Silver,https://www.carpages.ca/used-cars/ontario/stouffville/2017-toyota-camry-5766444/
2021 Toyota Highlander,HYBRID LE,10KM,"$47,610.70",Silver,https://www.carpages.ca/new-cars/ontario/stouffville/2021-toyota-highlander-5766441/
2021 Toyota RAV4,Hybrid XSE Technology Package,CALL,"$43,999",BLUEPRINT WITH BLACK ROOF,https://www.carpages.ca/new-cars/manitoba/steinbach/2021-toyota-rav4-5765862/
2019 Ford Fusion Hybrid,Titanium,"24,813KM","$24,995",White,https://www.carpages.ca/used-cars/ontario/hamilton/2019-ford-fusion-hybrid-5765850/
2020 Honda Accord,Hybrid,CALL,"$36,375",Black,https://www.carpages.ca/new-cars/british-columbia/vancouver/2020-honda-accord-5765775/
2017 Ford Focus,SE,"53,186KM","$13,995",Ruby Red Metallic Tinted Clearcoat,https://www.carpages.ca/used-cars/ontario/new-hamburg/2017-ford-focus-5763951/
2020 Ford Transit,Cargo Van,10KM,"$49,421",Oxford White,https://www.carpages.ca/new-cars/ontario/embrun/2020-ford-transit-5763885/
2020 Kia NIRO,L,17KM,"$29,175",Snow White Pearl,https://www.carpages.ca/new-cars/british-columbia/courtenay/2020-kia-niro-5763024/
2020 Kia NIRO,L,17KM,"$29,175",Snow White Pearl,https://www.carpages.ca/new-cars/british-columbia/courtenay/2020-kia-niro-5763021/
2021 Hyundai KONA,Electric Ultimate  - Navigation,7KM,"$55,159",Ceramic Blue,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2021-hyundai-kona-5758401/
2021 Hyundai KONA,Electric Preferred  - Heated Seats - $290 B/W,CALL,"$49,156",Lake Silver,https://www.carpages.ca/new-cars/ontario/nepean/2021-hyundai-kona-5754981/
2020 Lexus UX,250H Luxury Package,90KM,"$46,272",Atomic Silver,https://www.carpages.ca/new-cars/alberta/edmonton/2020-lexus-ux-5754729/
2018 Tesla Model 3,"LONG RANGE REAR WHEEL DRIVE ENHANCED AP, CARFAX CLEAN","55,353KM","$54,400",White,https://www.carpages.ca/used-cars/ontario/burlington/2018-tesla-model-3-5753289/
2015 Hyundai Sonata,"Hybrid HYBRID, PANORAMIC ROOF, B-CAM! BACK-UP CAMERA, PANORAMIC SUNROOF!","83,915KM","$12,490",Black,https://www.carpages.ca/used-cars/ontario/scarborough/2015-hyundai-sonata-5753280/
2020 Toyota Highlander,HYBRID LE,6KM,"$47,859.70",Grey,https://www.carpages.ca/new-cars/ontario/hamilton/2020-toyota-highlander-5748099/
2021 Ford Explorer,LIMITED,CALL,"$58,399",Iconic Silver Metallic,https://www.carpages.ca/new-cars/ontario/kingston/2021-ford-explorer-5746980/
2020 Ford Transit,VanWagon Cargo Van,CALL,"$56,555",Oxford White,https://www.carpages.ca/new-cars/ontario/kingston/2020-ford-transit-5746974/
2020 Ford F-150,XLT,90KM,"$60,928",Agate Black,https://www.carpages.ca/new-cars/ontario/bracebridge/2020-ford-f-150-5746932/
2021 Jeep Wrangler,Sahara >> Modified W/ Lift Kit & Tires !!,137KM,"$68,702",FIRECRACKER RED,https://www.carpages.ca/new-cars/ontario/guelph/2021-jeep-wrangler-5746494/
2010 Ford Escape,XLT,"193,094KM","$4,296",,https://www.carpages.ca/used-cars/ontario/mississauga/2010-ford-escape-5746485/
2020 Kia NIRO,Hybrid EX,10KM,"$30,420",Ocean Blue,https://www.carpages.ca/new-cars/ontario/kitchener/2020-kia-niro-5744826/
2020 Kia NIRO,L,15KM,"$29,819",Graphite (MET),https://www.carpages.ca/new-cars/ontario/pickering/2020-kia-niro-5743350/
2007 Toyota Prius,AS TRADED | HYBRID | AUTO | AC |,"185,000KM","$5,000",Blue,https://www.carpages.ca/used-cars/ontario/kitchener/2007-toyota-prius-5740731/
2013 Kia Optima,Hybrid,"119,089KM","$11,495",Black,https://www.carpages.ca/used-cars/ontario/carleton-place/2013-kia-optima-5740494/
2020 Hyundai IONIQ,Electric ULTIMATE CUIR GPS TOIT Liquidation démo! Le prix inclut le rabais du gouvernement avant les taxes.,"8,000KM","$33,923",Blanc,https://www.carpages.ca/used-cars/quebec/shawinigan/2020-hyundai-ioniq-5740254/
2020 Kia NIRO,L,21KM,"$29,400",Grey,https://www.carpages.ca/new-cars/ontario/north-york/2020-kia-niro-5734587/
2019 Ford Fusion,Energi SEL - HYBRID! HTD SEATS! ADAPTIVE CRUISE! ONLY 8800KMS! + MORE!,"8,833KM","$21,995",White,https://www.carpages.ca/used-cars/ontario/belleville/2019-ford-fusion-5733633/
2021 Jeep Wrangler,Rubicon Unlimited | Leather |Navigation |,39KM,"$67,603",Bright White,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-5733540/
2019 Ford F-150,XLT,"46,414KM","$34,991",Grey,https://www.carpages.ca/used-cars/ontario/mississauga/2019-ford-f-150-5733339/
2020 Kia NIRO,EX Premium *Sunroof! Heated Seats!,22KM,"$37,264",Aurora Black,https://www.carpages.ca/new-cars/manitoba/winnipeg/2020-kia-niro-5731686/
2013 Ford C-MAX,SEL - Hybrid Heated Seats NAV,"122,307KM","$11,476",Black,https://www.carpages.ca/used-cars/british-columbia/duncan/2013-ford-c-max-5731572/
2018 Nissan Leaf,SV ** NAVIGATION / SIÈGES CHAUFFANTS,"8,185KM","$27,488",Gris,https://www.carpages.ca/used-cars/quebec/st-hyacinthe/2018-nissan-leaf-5731005/
2021 Toyota Venza,XLE  - Cooled Seats -  Navigation - $320 B/W,25KM,"$46,715",Blizzard Pearl,https://www.carpages.ca/new-cars/ontario/simcoe/2021-toyota-venza-5729967/
2021 Honda Insight,EX,3KM,"$30,890",Platinum White Pearl,https://www.carpages.ca/new-cars/ontario/sudbury/2021-honda-insight-5728917/
2021 Jeep Wrangler,Altitude Unlimited | Leather | Navigation |,10KM,"$57,333",Bright White,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-5728410/
2021 Hyundai KONA,Electric Preferred w/ Two-tone,15KM,"$49,923",Pulse Red w/ Black Roof,https://www.carpages.ca/new-cars/ontario/simcoe/2021-hyundai-kona-5726442/
2019 Tesla Model 3,"PERFORMANCE ENHANCED AP, FULL SELF DRIVE, CARFAX CLEAN","28,244KM","$74,950",Grey,https://www.carpages.ca/used-cars/ontario/burlington/2019-tesla-model-3-5726007/
2020 Toyota RAV4,Hybrid Hybrid Limited AWD,CALL,"$44,720",Magnetic Grey Metallic,https://www.carpages.ca/new-cars/ontario/north-bay/2020-toyota-rav4-5725551/
2021 Toyota Corolla,Hybrid,10KM,"$26,795",01F7 CLASSIC SILVER METALLIC NO CHARGE,https://www.carpages.ca/new-cars/ontario/whitby/2021-toyota-corolla-5725359/
2021 Toyota Corolla,Hybrid,10KM,"$26,795",03R3 BARCELONA RED METALLIC NO CHARGE,https://www.carpages.ca/new-cars/ontario/whitby/2021-toyota-corolla-5725356/
2011 Nissan Leaf,SV,"108,152KM","$8,998",Red,https://www.carpages.ca/used-cars/ontario/toronto/2011-nissan-leaf-5723973/
2020 Land Rover Range Rover,Sport HSE Meridian Panoramic Roof Navigation,"8,341KM","$96,666",Black,https://www.carpages.ca/used-cars/ontario/thornhill/2020-land-rover-range-rover-5718903/
2020 Ford F-150,XLT,12KM,"$61,933",Agate Black,https://www.carpages.ca/new-cars/ontario/new-hamburg/2020-ford-f-150-5718252/
2020 Ford Escape,Titanium Hybrid,9KM,"$41,049",Star White Tri-Coat,https://www.carpages.ca/new-cars/ontario/peterborough/2020-ford-escape-5717991/
2010 Lexus HS 250H,Premium Luxury-hybrid-navi-camera-full loaded,"247,700KM","$8,990",Blue,https://www.carpages.ca/used-cars/ontario/oakville/2010-lexus-hs-250h-5712057/
2019 Hyundai Ioniq Hybrid,"Essential, Apple CarPlay + Android Auto, Heated Seats, Rear Camera, Bluetooth, Alloys","45,000KM","$19,875",White,https://www.carpages.ca/used-cars/ontario/guelph/2019-hyundai-ioniq-hybrid-5710749/
2015 Ford Fusion,Hybrid 2.99% Financing - TITANIUM - NAVI - SUNROOF - LEATHER,"112,000KM","$15,988",Black,https://www.carpages.ca/used-cars/ontario/oakville/2015-ford-fusion-5709696/
2020 Kia NIRO,L,28KM,"$28,990",Grey,https://www.carpages.ca/new-cars/ontario/mississauga/2020-kia-niro-5709555/
2014 Ford Focus,SE,"61,863KM","$5,990",Black,https://www.carpages.ca/used-cars/ontario/mississauga/2014-ford-focus-5708670/
2005 Ford Explorer Sport Trac,XLT COMFORT,"371,303KM",$799,,https://www.carpages.ca/used-cars/ontario/mississauga/2005-ford-explorer-sport-trac-5708625/
2019 Hyundai KONA,"Electric ULTIMATE - Leather Interior, Navigation, Satellite Radio","35,095KM","$42,888",Black,https://www.carpages.ca/used-cars/british-columbia/courtenay/2019-hyundai-kona-5706837/
2013 Hyundai Sonata,LIMITED HYBRID,"205,272KM","$7,998",Blue,https://www.carpages.ca/used-cars/ontario/toronto/2013-hyundai-sonata-5706042/
2012 Nissan Leaf,Hayon 4 portes SV,"129,050KM","$8,888",Noir,https://www.carpages.ca/used-cars/quebec/sherbrooke/2012-nissan-leaf-5705550/
2020 Porsche Taycan,4S,2KM,"$159,785",Blue,https://www.carpages.ca/new-cars/alberta/edmonton/2020-porsche-taycan-5705517/
2020 Nissan Leaf,SL PLUS GPS*CUIR*SIÈGES CHAUFFANT,"3,174KM","$40,487",Blanc,https://www.carpages.ca/used-cars/quebec/levis/2020-nissan-leaf-5704605/
2020 Toyota Highlander,HYBRID XLE,64KM,"$50,614.70",,https://www.carpages.ca/new-cars/ontario/hamilton/2020-toyota-highlander-5703192/
2018 Toyota Camry,"HYBRID w/Sunroof, Reverse Camera, Heated Seats+Steering, Toyota SafetySense 2.0, BlindSpot Monitor, & More!","67,000KM","$26,888",Gray,https://www.carpages.ca/used-cars/ontario/guelph/2018-toyota-camry-5703144/
2021 Jeep Wrangler,New High Altitude 4x4 Sky Roof Alpine Audio Navigation,12KM,"$63,445",Black,https://www.carpages.ca/new-cars/ontario/thornhill/2021-jeep-wrangler-5702880/
2018 Toyota RAV4,"Hybrid Limited - Parking Sensors, NAV, AWD","74,074KM","$34,399",Electric Storm Blue,https://www.carpages.ca/used-cars/alberta/medicine-hat/2018-toyota-rav4-5701260/
2020 Kia NIRO,EX,"2,999KM","$32,244",Blue,https://www.carpages.ca/used-cars/ontario/pickering/2020-kia-niro-5701107/
2020 Toyota Prius,Prime XLE Certified! Wireless Charger ! We Approve All Credit!!,"13,000KM","$28,000",Blue,https://www.carpages.ca/used-cars/ontario/guelph/2020-toyota-prius-5700552/
2021 Toyota Corolla,Hybrid Hybrid CVT w/Li Battery,CALL,"$26,790",Classic Silver Metallic,https://www.carpages.ca/new-cars/ontario/north-bay/2021-toyota-corolla-5700012/
2015 Tesla Model S,60-SC-AUTOPILOT-7PASS,"101,000KM","$46,900",Blue,https://www.carpages.ca/used-cars/ontario/toronto/2015-tesla-model-s-5698406/
2014 Hyundai Sonata,"Hybrid Hybrid, Leather, Navi, Panoramic Roof, B-Cam Leather, Navi","111,838KM","$11,990",Silver,https://www.carpages.ca/used-cars/ontario/scarborough/2014-hyundai-sonata-5694983/
2017 Tesla Model S,90D|NAV|AUTOPILOT|PANOROOF|LEATHER|HEATED SEATS|++,"54,027KM","$77,995",Black,https://www.carpages.ca/used-cars/ontario/north-york/2017-tesla-model-s-5694623/
2019 Other Other,"E-BIKE,NO INSURANCE,NO LICENCE,NO PROBLEM","1,300KM","$4,500",Red,https://www.carpages.ca/used-cars/ontario/kitchener/2019-other-other-5694233/
2015 Lexus CT 200h,PREMIUM PACKAGE,"105,337KM","$17,499",Grey,https://www.carpages.ca/used-cars/ontario/north-york/2015-lexus-ct-200h-5694179/
2014 Subaru XV Crosstrek,Hybrid/Touring/SunRoof/H.Seats/Alloys/No Accident,"58,000KM","$18,990",Grey,https://www.carpages.ca/used-cars/ontario/north-york/2014-subaru-xv-crosstrek-5694125/
2019 Ford Fusion Hybrid,Titanium,"56,000KM","$22,599",Silver,https://www.carpages.ca/used-cars/nova-scotia/millbrook/2019-ford-fusion-hybrid-5693511/
2019 Buick LaCrosse,"ESSENCE - Sunroof, Leather, Navigation","19,853KM","$27,685",Silver,https://www.carpages.ca/used-cars/british-columbia/nanaimo/2019-buick-lacrosse-5692011/
2020 Toyota Highlander,HYBRID LE,10KM,"$47,705.70",White,https://www.carpages.ca/new-cars/ontario/stouffville/2020-toyota-highlander-5690949/
2020 Toyota Highlander,HYBRID LE,10KM,"$47,705.70",White,https://www.carpages.ca/new-cars/ontario/stouffville/2020-toyota-highlander-5690946/
2017 BMW i3,REX,"37,512KM","$28,500",Black,https://www.carpages.ca/used-cars/british-columbia/port-moody/2017-bmw-i3-5689908/
2019 Ford Fusion,Hybrid Titanium*LEATHER*SUNROOF*NAV*,"24,287KM","$22,881",ICE GRAY MET,https://www.carpages.ca/used-cars/saskatchewan/regina/2019-ford-fusion-5689575/
2020 Tesla Model Y,"PERFORMANCE EAP, FSD - FULL SELF DRIVING, PERFORMANCE UPGRADE PKG!","6,431KM","$94,400",White,https://www.carpages.ca/used-cars/ontario/burlington/2020-tesla-model-y-5688468/
2016 Nissan Leaf,SV - GPS/CAMERA - CHARGE RAPIDE - WOW!,"110,289KM","$13,200",Blanc,https://www.carpages.ca/used-cars/quebec/drummondville/2016-nissan-leaf-5685816/
2020 Ford Escape,Titanium Hybrid,CALL,"$38,699",DESERT GOLD METALLIC,https://www.carpages.ca/new-cars/manitoba/winnipeg/2020-ford-escape-5681985/
2010 Dodge Grand Caravan,SE,"150,878KM","$5,096",Bright Silver Metallic,https://www.carpages.ca/used-cars/ontario/mississauga/2010-dodge-grand-caravan-5681550/
2020 Toyota Prius,Prime Upgrade Auto,90KM,"$37,259",Blue Magnetism,https://www.carpages.ca/new-cars/ontario/burlington/2020-toyota-prius-5680500/
2018 Nissan Leaf,SV,"61,596KM","$27,818",Grey,https://www.carpages.ca/used-cars/british-columbia/duncan/2018-nissan-leaf-5677923/
2018 GMC Sierra 1500,"SLT 5.3 V8 4x4, Navigation, Leather, Enhanced Driver Alert Package, BOSE Audio, 20"" Alloys & More!","60,000KM","$42,750",Black,https://www.carpages.ca/used-cars/ontario/guelph/2018-gmc-sierra-1500-5674686/
2015 Ford Focus,Titanium,"84,592KM","$13,888",Black,https://www.carpages.ca/used-cars/ontario/thornhill/2015-ford-focus-5674533/
2020 RAM 1500,Limited | Fwd Collision Wrn |,218KM,"$71,929",Patriot Blue Pearl,https://www.carpages.ca/new-cars/manitoba/winnipeg/2020-ram-1500-5674047/
2020 Kia NIRO,SX Touring,"2,999KM","$38,698",Blue,https://www.carpages.ca/used-cars/ontario/pickering/2020-kia-niro-5673507/
2020 Porsche Taycan,4S,2KM,"$151,555",White,https://www.carpages.ca/new-cars/alberta/edmonton/2020-porsche-taycan-5669682/
2010 Toyota Prius,Sunroof!!!,"182,002KM","$8,999",White,https://www.carpages.ca/used-cars/ontario/st-catharines/2010-toyota-prius-5669595/
2021 Hyundai KONA,Electric Preferred  - Heated Seats - $279 B/W,7KM,"$48,159",PHANTOM BLACK,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2021-hyundai-kona-5669049/
2017 Kia Optima,* EX HYBRIDE BRANCHABLE* UN SEUL PROPRIE,"29,915KM","$25,887",Noir,https://www.carpages.ca/used-cars/quebec/quebec/2017-kia-optima-5668785/
2021 Toyota Corolla,Hybrid CVT w/Li Battery  - $188 B/W,25KM,"$26,790",Blueprint,https://www.carpages.ca/new-cars/ontario/simcoe/2021-toyota-corolla-5668773/
2019 Hyundai Ioniq Hybrid,ESSENTIAL HYBRID| HEATED SEATS|R-CAMERA| BLUETOOTH,"41,482KM","$20,998",Black,https://www.carpages.ca/used-cars/ontario/vaughan/2019-hyundai-ioniq-hybrid-5667465/
2021 RAM 1500,"New Limited 4x4 Crew Cab 5'7"" Box Harman Kardon 12"" Display",53KM,"$86,399",Gray,https://www.carpages.ca/new-cars/ontario/thornhill/2021-ram-1500-5666163/
2020 Lincoln Aviator,Grand Touring,CALL,"$90,999",Pristine White Metallic Tri-Coat,https://www.carpages.ca/new-cars/saskatchewan/regina/2020-lincoln-aviator-5666028/
2021 Toyota Prius,Prime Auto,90KM,"$35,674",Supersonic Red,https://www.carpages.ca/new-cars/ontario/burlington/2021-toyota-prius-5664717/
2019 Ford Fusion Hybrid,Titanium+GPS+Cooled Leather+Blind Spot+Lane Assist,"27,000KM","$24,490",Grey,https://www.carpages.ca/used-cars/ontario/london/2019-ford-fusion-hybrid-5662230/
2020 Porsche Taycan,Turbo S,2KM,"$226,195",Black,https://www.carpages.ca/new-cars/alberta/edmonton/2020-porsche-taycan-5661624/
2020 Porsche Taycan,TURBO,2KM,"$235,235",Silver,https://www.carpages.ca/new-cars/alberta/edmonton/2020-porsche-taycan-5661621/
